STATION,Date,Year,Month,Cruise,TowDist,Stratum,Region,Depth,Count,NetWidth,StratNum
CM20110501078,26-May-11,2011,5,2,1740.1,503,5,3,0,23.65,14
CM20110501039,27-May-11,2011,5,2,1656.3,401,4,1,1,25.62,9
CM20110501040,27-May-11,2011,5,2,1651.7,401,4,1,0,24.21,9
CM20110501041,27-May-11,2011,5,2,1728.3,401,4,1,0,24.94,9
CM20110501045,27-May-11,2011,5,2,1886.3,402,4,2,27,24.09,10
CM20110501046,27-May-11,2011,5,2,2034.6,402,4,2,5,25.08,10
CM20110501055,27-May-11,2011,5,2,1865.7,402,4,2,35,24.12,10
CM20110501066,27-May-11,2011,5,2,1667.1,501,5,1,0,24.79,12
CM20110501071,27-May-11,2011,5,2,1739.9,502,5,2,0,25.68,13
CM20110501072,27-May-11,2011,5,2,1867.6,502,5,2,173,25.57,13
CM20110501079,27-May-11,2011,5,2,2101.6,503,5,3,0,25.53,14
CM20110501080,27-May-11,2011,5,2,2024.6,503,5,3,0,26.49,14
CM20110501036,28-May-11,2011,5,2,930.4,401,4,1,0,25.11,9
CM20110501037,28-May-11,2011,5,2,1646,401,4,1,0,24.53,9
CM20110501038,28-May-11,2011,5,2,1617.9,401,4,1,0,24.52,9
CM20110501042,28-May-11,2011,5,2,1484.8,401,4,1,1,23.74,9
CM20110501043,28-May-11,2011,5,2,1887.8,401,4,1,1,24.75,9
CM20110501047,28-May-11,2011,5,2,1829.8,402,4,2,3,26.15,10
CM20110501048,28-May-11,2011,5,2,1866.8,402,4,2,1,24.82,10
CM20110501049,28-May-11,2011,5,2,1793.8,402,4,2,0,26.02,10
CM20110501050,28-May-11,2011,5,2,1814.2,402,4,2,0,25.68,10
CM20110501052,28-May-11,2011,5,2,1652.4,402,4,2,2,25.2,10
CM20110501053,28-May-11,2011,5,2,1764.8,402,4,2,2,26.19,10
CM20110501059,28-May-11,2011,5,2,1697.7,403,4,3,34,24.96,11
CM20110501020,29-May-11,2011,5,2,883.9,301,3,1,0,25.75,6
CM20110501022,29-May-11,2011,5,2,424.7,301,3,1,0,25.99,6
CM20110501028,29-May-11,2011,5,2,1793.7,302,3,2,0,23.46,7
CM20110501029,29-May-11,2011,5,2,1747.4,302,3,2,0,23.95,7
CM20110501030,29-May-11,2011,5,2,1880.7,302,3,2,1,23.54,7
CM20110501031,29-May-11,2011,5,2,1724.3,302,3,2,0,24.84,7
CM20110501032,29-May-11,2011,5,2,1713,302,3,2,0,25.35,7
CM20110501034,29-May-11,2011,5,2,1795,303,3,3,0,22.31,8
CM20110501035,29-May-11,2011,5,2,1657.3,303,3,3,0,24.38,8
CM20110501054,29-May-11,2011,5,2,1714.6,402,4,2,1,25.19,10
CM20110501057,29-May-11,2011,5,2,1822.3,403,4,3,3,23.17,11
CM20110501058,29-May-11,2011,5,2,1691.3,403,4,3,9,23.1,11
CM20110501001,30-May-11,2011,5,2,933.5,101,1,1,0,24.57,1
CM20110501003,30-May-11,2011,5,2,956.2,101,1,1,11,24.57,1
CM20110501004,30-May-11,2011,5,2,909,101,1,1,0,24.57,1
CM20110501005,30-May-11,2011,5,2,895.9,102,1,2,0,24.57,2
CM20110501007,30-May-11,2011,5,2,882.6,102,1,2,0,24.57,2
CM20110501012,30-May-11,2011,5,2,1584.6,201,2,1,19,24.57,3
CM20110501013,30-May-11,2011,5,2,1942.6,202,2,2,0,24.77,4
CM20110501015,30-May-11,2011,5,2,1817,202,2,2,0,24.57,4
CM20110501016,30-May-11,2011,5,2,1761.5,202,2,2,0,25.74,4
CM20110501017,30-May-11,2011,5,2,1929.8,202,2,2,0,25.67,4
CM20110501008,30-May-11,2011,5,2,932,203,2,3,0,24.57,5
CM20110501018,30-May-11,2011,5,2,1838.8,203,2,3,0,26.63,5
CM20110501019,30-May-11,2011,5,2,1778.1,203,2,3,0,25.78,5
CM20110501033,30-May-11,2011,5,2,1024.4,303,3,3,0,24,8
CM20110501002,31-May-11,2011,5,2,901.8,101,1,1,6,24.57,1
CM20110501006,31-May-11,2011,5,2,887.5,102,1,2,0,24.57,2
CM20110501009,31-May-11,2011,5,2,968.4,201,2,1,15,24.57,3
CM20110501011,31-May-11,2011,5,2,1043.1,201,2,1,0,24.57,3
CM20110501014,31-May-11,2011,5,2,2024,202,2,2,0,24.57,4
CM20110501021,31-May-11,2011,5,2,2039.6,301,3,1,0,23.64,6
CM20110501023,31-May-11,2011,5,2,948.9,301,3,1,0,26.06,6
CM20110501024,31-May-11,2011,5,2,753.2,301,3,1,0,26.17,6
CM20110501025,31-May-11,2011,5,2,777.6,301,3,1,0,26.35,6
CM20110501026,31-May-11,2011,5,2,932.1,301,3,1,1,24.57,6
CM20110501027,31-May-11,2011,5,2,1825,302,3,2,0,24.04,7
CM20110501056,31-May-11,2011,5,2,1784.8,402,4,2,0,22.57,10
CM20120501062,26-May-12,2012,5,2,2051.891937,501,5,1,0,27.22,12
CM20120501065,26-May-12,2012,5,2,1869.754422,501,5,1,271,24.06,12
CM20120501066,26-May-12,2012,5,2,1726.756773,501,5,1,0,22.81,12
CM20120501068,26-May-12,2012,5,2,1836.079197,501,5,1,0,23.87,12
CM20120501070,26-May-12,2012,5,2,2146.503823,502,5,2,0,27.5,13
CM20120501074,26-May-12,2012,5,2,2021.178029,502,5,2,0,28.19,13
CM20120501075,26-May-12,2012,5,2,1882.955007,502,5,2,57,24.46,13
CM20120501077,26-May-12,2012,5,2,1974.389816,502,5,2,119,27.11,13
CM20120501078,26-May-12,2012,5,2,1925.664067,503,5,3,0,25.2,14
CM20120501040,27-May-12,2012,5,2,2242.820138,401,4,1,0,28.14,9
CM20120501042,27-May-12,2012,5,2,2208.487927,401,4,1,0,24.58,9
CM20120501048,27-May-12,2012,5,2,1977.693107,402,4,2,3,24.5,10
CM20120501051,27-May-12,2012,5,2,1934.080215,402,4,2,1,24.6,10
CM20120501056,27-May-12,2012,5,2,2056.81592,402,4,2,20,23.83,10
CM20120501063,27-May-12,2012,5,2,2125.15767,501,5,1,0,26.52,12
CM20120501064,27-May-12,2012,5,2,2246.459987,501,5,1,0,27.15,12
CM20120501071,27-May-12,2012,5,2,2026.300845,502,5,2,117,26.8,13
CM20120501072,27-May-12,2012,5,2,2241.858814,502,5,2,0,29.79,13
CM20120501073,27-May-12,2012,5,2,2306.859082,502,5,2,25,29.25,13
CM20120501079,27-May-12,2012,5,2,1757.415279,503,5,3,0,24.81,14
CM20120501080,27-May-12,2012,5,2,2485.640261,503,5,3,0,35.38,14
CM20120501036,28-May-12,2012,5,2,934.0349921,401,4,1,0,24.46,9
CM20120501037,28-May-12,2012,5,2,1719.188497,401,4,1,25,23.56,9
CM20120501038,28-May-12,2012,5,2,1796.520368,401,4,1,0,21.22,9
CM20120501039,28-May-12,2012,5,2,1776.096337,401,4,1,4,23.17,9
CM20120501041,28-May-12,2012,5,2,1690.229243,401,4,1,0,26.52,9
CM20120501045,28-May-12,2012,5,2,1732.423873,402,4,2,0,23.73,10
CM20120501046,28-May-12,2012,5,2,1681.667035,402,4,2,1,21.58,10
CM20120501047,28-May-12,2012,5,2,1938.196818,402,4,2,11,23.13,10
CM20120501049,28-May-12,2012,5,2,1976.203033,402,4,2,0,24.48,10
CM20120501050,28-May-12,2012,5,2,1924.509155,402,4,2,0,22.53,10
CM20120501053,28-May-12,2012,5,2,1805.247418,402,4,2,6,22.89,10
CM20120501055,28-May-12,2012,5,2,1958.68525,402,4,2,83,22.82,10
CM20120501059,28-May-12,2012,5,2,2182.264576,403,4,3,0,27.78,11
CM20120501020,29-May-12,2012,5,2,902.5926437,301,3,1,0,27.25,6
CM20120501021,29-May-12,2012,5,2,945.9497736,301,3,1,0,26.93,6
CM20120501023,29-May-12,2012,5,2,1488.540472,301,3,1,0,27.49,6
CM20120501026,29-May-12,2012,5,2,1006.606358,301,3,1,0,27.6,6
CM20120501027,29-May-12,2012,5,2,1847.637243,302,3,2,2,25.77,7
CM20120501028,29-May-12,2012,5,2,1935.87212,302,3,2,5,27.04,7
CM20120501029,29-May-12,2012,5,2,843.8224856,302,3,2,4,27.89,7
CM20120501033,29-May-12,2012,5,2,1907.491126,303,3,3,4,26.54,8
CM20120501043,29-May-12,2012,5,2,2026.394135,401,4,1,0,27.66,9
CM20120501057,29-May-12,2012,5,2,2072.041588,403,4,3,0,31.87,11
CM20120501058,29-May-12,2012,5,2,1770.617864,403,4,3,0,32.97,11
CM20120501022,30-May-12,2012,5,2,1862.916869,301,3,1,0,26.26,6
CM20120501024,30-May-12,2012,5,2,940.1304624,301,3,1,0,26.79,6
CM20120501025,30-May-12,2012,5,2,910.4164971,301,3,1,0,27.17,6
CM20120501030,30-May-12,2012,5,2,1849.514801,302,3,2,14,24.79,7
CM20120501031,30-May-12,2012,5,2,907.5899464,302,3,2,3,24.96,7
CM20120501032,30-May-12,2012,5,2,925.8653679,302,3,2,0,24.21,7
CM20120501034,30-May-12,2012,5,2,1753.849404,303,3,3,13,25.87,8
CM20120501035,30-May-12,2012,5,2,2001.156688,303,3,3,0,26.45,8
CM20120501006,31-May-12,2012,5,2,1136.069611,102,1,2,0,26.52,2
CM20120501009,31-May-12,2012,5,2,883.7608096,201,2,1,0,27.04,3
CM20120501010,31-May-12,2012,5,2,970.2696665,201,2,1,0,26.99,3
CM20120501011,31-May-12,2012,5,2,1893.677152,201,2,1,0,28.82,3
CM20120501012,31-May-12,2012,5,2,1948.678356,201,2,1,1,27.7,3
CM20120501013,31-May-12,2012,5,2,961.6499785,202,2,2,0,27.65,4
CM20120501014,31-May-12,2012,5,2,933.5052787,202,2,2,0,27.23,4
CM20120501015,31-May-12,2012,5,2,936.5179485,202,2,2,0,26.27,4
CM20120501016,31-May-12,2012,5,2,1823.08087,202,2,2,0,27.23,4
CM20120501017,31-May-12,2012,5,2,906.8146218,202,2,2,0,27.62,4
CM20120501008,31-May-12,2012,5,2,1061.016857,203,2,3,0,33.47,5
CM20120501018,31-May-12,2012,5,2,911.82925,203,2,3,0,27.62,5
CM20120501019,31-May-12,2012,5,2,924.4149868,203,2,3,0,25.93,5
CM20140501038,29-May-14,2014,5,2,2181.9,401,4,1,0,28.89,9
CM20140501049,29-May-14,2014,5,2,2024.3,402,4,2,0,29.24,10
CM20140501050,29-May-14,2014,5,2,2215.7,402,4,2,0,29.32,10
CM20140501057,29-May-14,2014,5,2,2114.4,403,4,3,1,26.77,11
CM20140501062,29-May-14,2014,5,2,1798.4,501,5,1,0,27.05,12
CM20140501070,29-May-14,2014,5,2,1608.4,502,5,2,1,26.64,13
CM20140501071,29-May-14,2014,5,2,2069,502,5,2,0,24.69,13
CM20140501072,29-May-14,2014,5,2,1948.1,502,5,2,0,24.26,13
CM20140501077,29-May-14,2014,5,2,1519.9,502,5,2,867,24.32,13
CM20140501079,29-May-14,2014,5,2,1474.7,503,5,3,195,21.64,14
CM20140501036,30-May-14,2014,5,2,992.4,401,4,1,0,32.13,9
CM20140501037,30-May-14,2014,5,2,2255.2,401,4,1,0,23.68,9
CM20140501039,30-May-14,2014,5,2,2007.5,401,4,1,0,24.43,9
CM20140501040,30-May-14,2014,5,2,2407.4,401,4,1,0,32.19,9
CM20140501041,30-May-14,2014,5,2,836.3,401,4,1,0,27.1,9
CM20140501043,30-May-14,2014,5,2,1913.2,401,4,1,0,26.85,9
CM20140501044,30-May-14,2014,5,2,1959.8,401,4,1,0,24.21,9
CM20140501045,30-May-14,2014,5,2,1546,402,4,2,0,20.88,10
CM20140501046,30-May-14,2014,5,2,1715.2,402,4,2,0,22.62,10
CM20140501047,30-May-14,2014,5,2,1850.7,402,4,2,0,24.04,10
CM20140501048,30-May-14,2014,5,2,1588.9,402,4,2,0,21.27,10
CM20140501051,30-May-14,2014,5,2,1749.8,402,4,2,2,24.67,10
CM20140501054,30-May-14,2014,5,2,1954.1,402,4,2,17,26.41,10
CM20140501055,30-May-14,2014,5,2,1502.5,402,4,2,1,26.53,10
CM20140501056,30-May-14,2014,5,2,1767.1,402,4,2,0,22.83,10
CM20140501020,31-May-14,2014,5,2,1095.7,301,3,1,0,26.43,6
CM20140501025,31-May-14,2014,5,2,1000.1,301,3,1,0,28.53,6
CM20140501030,31-May-14,2014,5,2,1133.7,302,3,2,0,24.64,7
CM20140501031,31-May-14,2014,5,2,2165.5,302,3,2,26,26.63,7
CM20140501032,31-May-14,2014,5,2,786.4,302,3,2,0,24.55,7
CM20140501034,31-May-14,2014,5,2,1604.5,303,3,3,0,25.51,8
CM20140501035,31-May-14,2014,5,2,2115.7,303,3,3,0,28.55,8
CM20140501042,31-May-14,2014,5,2,2260.6,401,4,1,0,27.36,9
CM20030701067,30-Jun-03,2003,6,2,1992.4,501,5,1,105,30.91,12
CM20030701068,30-Jun-03,2003,6,2,2080.5,501,5,1,0,32.65,12
CM20030701073,30-Jun-03,2003,6,2,1787.6,501,5,1,0,31.54,12
CM20030701076,30-Jun-03,2003,6,2,2048.9,501,5,1,0,32.78,12
CM20030701077,30-Jun-03,2003,6,2,2086.3,501,5,1,0,32.48,12
CM20030701078,30-Jun-03,2003,6,2,2076.2,501,5,1,2,28.63,12
CM20030701080,30-Jun-03,2003,6,2,2258.2,502,5,2,19,34.53,13
CM20030701083,30-Jun-03,2003,6,2,2044.8,502,5,2,1157,30.61,13
CM20030701087,30-Jun-03,2003,6,2,2037.9,502,5,2,3,34.13,13
CM20030701088,30-Jun-03,2003,6,2,1738.8,503,5,3,12,30.54,14
CM20060701036,28-Jun-06,2006,6,2,983.8,401,4,1,3,24.63,9
CM20060701038,28-Jun-06,2006,6,2,928.2,401,4,1,2,24.63,9
CM20060701043,28-Jun-06,2006,6,2,2172.3,401,4,1,112,24.63,9
CM20060701044,28-Jun-06,2006,6,2,2149.5,401,4,1,68,24.63,9
CM20060701047,28-Jun-06,2006,6,2,1770.8,402,4,2,76,24.63,10
CM20060701048,28-Jun-06,2006,6,2,1900.3,402,4,2,195,24.63,10
CM20060701049,28-Jun-06,2006,6,2,1995.8,402,4,2,119,24.63,10
CM20060701050,28-Jun-06,2006,6,2,2149.7,402,4,2,27,24.63,10
CM20060701051,28-Jun-06,2006,6,2,2077,402,4,2,43,24.63,10
CM20060701066,28-Jun-06,2006,6,2,1920.4,501,5,1,83,24.63,12
CM20060701074,28-Jun-06,2006,6,2,2002.7,502,5,2,217,24.63,13
CM20060701037,29-Jun-06,2006,6,2,2224.4,401,4,1,0,24.63,9
CM20060701039,29-Jun-06,2006,6,2,2012.5,401,4,1,59,24.63,9
CM20060701040,29-Jun-06,2006,6,2,1791.5,401,4,1,10,24.63,9
CM20060701041,29-Jun-06,2006,6,2,2012.5,401,4,1,5,24.63,9
CM20060701045,29-Jun-06,2006,6,2,1740.1,402,4,2,114,24.63,10
CM20060701046,29-Jun-06,2006,6,2,1903.7,402,4,2,142,24.63,10
CM20060701052,29-Jun-06,2006,6,2,1856,402,4,2,129,24.63,10
CM20060701053,29-Jun-06,2006,6,2,1934,402,4,2,129,24.63,10
CM20060701055,29-Jun-06,2006,6,2,1823.6,402,4,2,99,24.63,10
CM20060701056,29-Jun-06,2006,6,2,2001.3,402,4,2,539,24.63,10
CM20060701057,29-Jun-06,2006,6,2,2049.8,403,4,3,339,24.63,11
CM20060701058,29-Jun-06,2006,6,2,2057.7,403,4,3,583,24.63,11
CM20060701062,30-Jun-06,2006,6,2,1117.3,501,5,1,4,24.63,12
CM20060701063,30-Jun-06,2006,6,2,1027.7,501,5,1,121,24.63,12
CM20060701064,30-Jun-06,2006,6,2,1481,501,5,1,197,24.63,12
CM20060701065,30-Jun-06,2006,6,2,1897.3,501,5,1,618,24.63,12
CM20060701068,30-Jun-06,2006,6,2,987.6,501,5,1,0,24.63,12
CM20060701071,30-Jun-06,2006,6,2,1912.1,502,5,2,0,24.63,13
CM20060701072,30-Jun-06,2006,6,2,2175.6,502,5,2,0,24.63,13
CM20060701073,30-Jun-06,2006,6,2,2111.9,502,5,2,154,24.63,13
CM20060701075,30-Jun-06,2006,6,2,1841.2,502,5,2,452,24.63,13
CM20060701078,30-Jun-06,2006,6,2,913.6,503,5,3,19,24.63,14
CM20080701020,28-Jun-08,2008,6,2,1713.4,301,3,1,0,27.19,6
CM20080701022,28-Jun-08,2008,6,2,912.5,301,3,1,0,30.79,6
CM20080701023,28-Jun-08,2008,6,2,941.4,301,3,1,0,27.07,6
CM20080701025,28-Jun-08,2008,6,2,1049.8,301,3,1,0,28.3,6
CM20080701027,28-Jun-08,2008,6,2,1971.6,302,3,2,0,27.12,7
CM20080701063,28-Jun-08,2008,6,2,1028.3,501,5,1,0,27.32,12
CM20080701076,28-Jun-08,2008,6,2,1939,502,5,2,25,25.8,13
CM20080701001,29-Jun-08,2008,6,2,984,101,1,1,0,28.54,1
CM20080701003,29-Jun-08,2008,6,2,966.5,101,1,1,0,26.11,1
CM20080701004,29-Jun-08,2008,6,2,950.2,101,1,1,0,26.11,1
CM20080701007,29-Jun-08,2008,6,2,966.5,102,1,2,0,28.54,2
CM20080701010,29-Jun-08,2008,6,2,2003.5,201,2,1,0,26.11,3
CM20080701011,29-Jun-08,2008,6,2,1015,201,2,1,0,28.54,3
CM20080701012,29-Jun-08,2008,6,2,1920.4,201,2,1,0,27.57,3
CM20080701013,29-Jun-08,2008,6,2,1022,202,2,2,0,29.34,4
CM20080701014,29-Jun-08,2008,6,2,904.9,202,2,2,0,22.99,4
CM20080701015,29-Jun-08,2008,6,2,975.5,202,2,2,0,22.41,4
CM20080701016,29-Jun-08,2008,6,2,963.7,202,2,2,0,25.6,4
CM20080701017,29-Jun-08,2008,6,2,906.1,202,2,2,0,27.07,4
CM20080701008,29-Jun-08,2008,6,2,997.4,203,2,3,0,28.54,5
CM20080701018,29-Jun-08,2008,6,2,993.7,203,2,3,0,31.84,5
CM20080701019,29-Jun-08,2008,6,2,1077.4,203,2,3,0,22.64,5
CM20080701002,30-Jun-08,2008,6,2,920.4,101,1,1,1,26.11,1
CM20080701005,30-Jun-08,2008,6,2,986.3,102,1,2,0,25.87,2
CM20080701006,30-Jun-08,2008,6,2,925.5,102,1,2,0,26.11,2
CM20080701009,30-Jun-08,2008,6,2,1005.8,201,2,1,0,26.11,3
CM20080701021,30-Jun-08,2008,6,2,917.9,301,3,1,0,36.02,6
CM20080701026,30-Jun-08,2008,6,2,1035.7,301,3,1,0,28.33,6
CM20080701031,30-Jun-08,2008,6,2,957.8,302,3,2,0,20.38,7
CM20080701032,30-Jun-08,2008,6,2,971.2,302,3,2,0,23.24,7
CM20080701034,30-Jun-08,2008,6,2,978.9,303,3,3,0,25.96,8
CM20080701035,30-Jun-08,2008,6,2,965.5,303,3,3,0,28.88,8
CM20110501044,1-Jun-11,2011,6,2,1705.9,401,4,1,319,21.72,9
CM20110501051,1-Jun-11,2011,6,2,1908.5,402,4,2,5,21.69,10
CM20110501073,1-Jun-11,2011,6,2,1285.4,502,5,2,3,22.12,13
CM20110501075,1-Jun-11,2011,6,2,1618.8,502,5,2,0,23.18,13
CM20120501001,1-Jun-12,2012,6,2,1075.087659,101,1,1,1,26.52,1
CM20120501002,1-Jun-12,2012,6,2,1064.131856,101,1,1,0,26.52,1
CM20120501003,1-Jun-12,2012,6,2,1018.112685,101,1,1,3,26.52,1
CM20120501004,1-Jun-12,2012,6,2,773.1165313,101,1,1,5,26.52,1
CM20120501005,1-Jun-12,2012,6,2,956.7959117,102,1,2,0,26.52,2
CM20120501007,1-Jun-12,2012,6,2,985.0648557,102,1,2,0,26.52,2
CM20120501044,2-Jun-12,2012,6,2,2042.820034,401,4,1,0,26.52,9
CM20120501052,2-Jun-12,2012,6,2,2255.356739,402,4,2,145,25.07,10
CM20120501054,2-Jun-12,2012,6,2,1376.024927,402,4,2,21,25.15,10
CM20120501060,2-Jun-12,2012,6,2,2512.166402,501,5,1,17,27.3,12
CM20120501061,2-Jun-12,2012,6,2,2037.39294,501,5,1,0,28.18,12
CM20120501067,2-Jun-12,2012,6,2,1017.860579,501,5,1,15,28.04,12
CM20120501069,2-Jun-12,2012,6,2,1714.297484,501,5,1,0,31.46,12
CM20120501076,2-Jun-12,2012,6,2,2559.833657,502,5,2,3,31.15,13
CM20130501060,4-Jun-13,2013,6,2,1588.5,501,5,1,228,29.65,12
CM20130501061,4-Jun-13,2013,6,2,810.9,501,5,1,0,28.54,12
CM20130501065,4-Jun-13,2013,6,2,2279.5,501,5,1,0,28.68,12
CM20130501067,4-Jun-13,2013,6,2,1692.4,501,5,1,20,26.78,12
CM20130501068,4-Jun-13,2013,6,2,1778.6,501,5,1,0,25.3,12
CM20130501069,4-Jun-13,2013,6,2,2092,501,5,1,750,26.63,12
CM20130501070,4-Jun-13,2013,6,2,2311,502,5,2,0,28.6,13
CM20130501071,4-Jun-13,2013,6,2,1901.9,502,5,2,0,27.25,13
CM20130501073,4-Jun-13,2013,6,2,2005.6,502,5,2,456,27.17,13
CM20130501074,4-Jun-13,2013,6,2,2000.3,502,5,2,642,23.88,13
CM20130501075,4-Jun-13,2013,6,2,2173.2,502,5,2,118,25.31,13
CM20130501076,4-Jun-13,2013,6,2,1905.2,502,5,2,2,25.36,13
CM20130501078,4-Jun-13,2013,6,2,1378.5,503,5,3,0,29.89,14
CM20130501050,5-Jun-13,2013,6,2,1877,402,4,2,415,24.97,10
CM20130501051,5-Jun-13,2013,6,2,2092.8,402,4,2,131,23.3,10
CM20130501052,5-Jun-13,2013,6,2,2037.3,402,4,2,1079,25.04,10
CM20130501054,5-Jun-13,2013,6,2,1730,402,4,2,3,24.78,10
CM20130501057,5-Jun-13,2013,6,2,2098.4,403,4,3,6,23.63,11
CM20130501058,5-Jun-13,2013,6,2,1651.9,403,4,3,1,24.52,11
CM20130501062,5-Jun-13,2013,6,2,2090.3,501,5,1,0,28.38,12
CM20130501063,5-Jun-13,2013,6,2,2341,501,5,1,0,33.28,12
CM20130501064,5-Jun-13,2013,6,2,2077.4,501,5,1,0,29.09,12
CM20130501066,5-Jun-13,2013,6,2,2227.1,501,5,1,13,27.94,12
CM20130501072,5-Jun-13,2013,6,2,1904.2,502,5,2,84,27.89,13
CM20130501077,5-Jun-13,2013,6,2,2066.9,502,5,2,1,26.56,13
CM20130501079,5-Jun-13,2013,6,2,1899.2,503,5,3,0,29.75,14
CM20130501080,5-Jun-13,2013,6,2,2082.3,503,5,3,0,39.63,14
CM20130501020,6-Jun-13,2013,6,2,982.5,301,3,1,0,27.32,6
CM20130501022,6-Jun-13,2013,6,2,1015.7,301,3,1,0,26.16,6
CM20130501023,6-Jun-13,2013,6,2,1003.3,301,3,1,0,26.88,6
CM20130501024,6-Jun-13,2013,6,2,1009.2,301,3,1,0,26.79,6
CM20130501025,6-Jun-13,2013,6,2,1005.8,301,3,1,0,26.48,6
CM20130501027,6-Jun-13,2013,6,2,943.7,302,3,2,10,27.13,7
CM20130501033,6-Jun-13,2013,6,2,2164.4,303,3,3,0,26.29,8
CM20130501034,6-Jun-13,2013,6,2,2093.5,303,3,3,20,26.37,8
CM20130501036,6-Jun-13,2013,6,2,845.7,401,4,1,1,24.99,9
CM20130501038,6-Jun-13,2013,6,2,1055.4,401,4,1,0,27.56,9
CM20130501049,6-Jun-13,2013,6,2,955,402,4,2,0,20.01,10
CM20130501055,6-Jun-13,2013,6,2,1763.2,402,4,2,0,23.6,10
CM20130501006,8-Jun-13,2013,6,2,1024.9,102,1,2,4,26.88,2
CM20130501010,8-Jun-13,2013,6,2,1829.3,201,2,1,128,25.25,3
CM20130501011,8-Jun-13,2013,6,2,1023.2,201,2,1,157,27.48,3
CM20130501012,8-Jun-13,2013,6,2,1872.1,201,2,1,4,26.88,3
CM20130501013,8-Jun-13,2013,6,2,2129.8,202,2,2,164,27,4
CM20130501014,8-Jun-13,2013,6,2,1725.2,202,2,2,102,26.88,4
CM20130501015,8-Jun-13,2013,6,2,2079.1,202,2,2,0,25.88,4
CM20130501016,8-Jun-13,2013,6,2,1124.8,202,2,2,0,26.52,4
CM20130501017,8-Jun-13,2013,6,2,1693.1,202,2,2,0,25.44,4
CM20130501018,8-Jun-13,2013,6,2,1106.1,203,2,3,0,25.98,5
CM20130501019,8-Jun-13,2013,6,2,916.2,203,2,3,0,26.56,5
CM20130501026,8-Jun-13,2013,6,2,1081.8,301,3,1,0,27.58,6
CM20130501035,8-Jun-13,2013,6,2,2418.8,303,3,3,0,26.5,8
CM20130501001,9-Jun-13,2013,6,2,1100.5,101,1,1,2,26.88,1
CM20130501002,9-Jun-13,2013,6,2,989.7,101,1,1,3,26.88,1
CM20130501003,9-Jun-13,2013,6,2,1072.7,101,1,1,6,26.88,1
CM20130501004,9-Jun-13,2013,6,2,1027.2,101,1,1,3,26.88,1
CM20130501005,9-Jun-13,2013,6,2,985.6,102,1,2,0,26.88,2
CM20130501007,9-Jun-13,2013,6,2,865.2,102,1,2,0,26.88,2
CM20130501008,9-Jun-13,2013,6,2,1134.1,203,2,3,0,26.88,5
CM20130501021,10-Jun-13,2013,6,2,1816.7,301,3,1,0,26.66,6
CM20130501028,10-Jun-13,2013,6,2,1512,302,3,2,1,26.68,7
CM20130501029,10-Jun-13,2013,6,2,1898.1,302,3,2,0,26.59,7
CM20130501030,10-Jun-13,2013,6,2,886.2,302,3,2,0,27.06,7
CM20130501031,10-Jun-13,2013,6,2,1708.2,302,3,2,9,26.39,7
CM20130501032,10-Jun-13,2013,6,2,1829.5,302,3,2,1,27.08,7
CM20130501037,10-Jun-13,2013,6,2,2067.9,401,4,1,0,27.12,9
CM20130501044,10-Jun-13,2013,6,2,1027.1,401,4,1,0,28.38,9
CM20130501053,10-Jun-13,2013,6,2,2229.8,402,4,2,0,28.17,10
CM20130501009,11-Jun-13,2013,6,2,2070.8,201,2,1,0,26.95,3
CM20130501039,11-Jun-13,2013,6,2,2038.1,401,4,1,0,26.71,9
CM20130501040,11-Jun-13,2013,6,2,1967.8,401,4,1,0,27.94,9
CM20130501041,11-Jun-13,2013,6,2,1912.5,401,4,1,0,26.78,9
CM20130501042,11-Jun-13,2013,6,2,1938.1,401,4,1,0,27.2,9
CM20130501043,11-Jun-13,2013,6,2,953.2,401,4,1,0,27.28,9
CM20130501045,11-Jun-13,2013,6,2,1835.5,402,4,2,0,27.05,10
CM20130501046,11-Jun-13,2013,6,2,1672.6,402,4,2,0,26.09,10
CM20130501047,11-Jun-13,2013,6,2,929.6,402,4,2,0,26.12,10
CM20130501048,11-Jun-13,2013,6,2,1854.4,402,4,2,161,25.9,10
CM20130501056,11-Jun-13,2013,6,2,2027.2,402,4,2,10,25.2,10
CM20130501059,11-Jun-13,2013,6,2,1997,403,4,3,0,28.49,11
CM20140501001,1-Jun-14,2014,6,2,879.7,101,1,1,2,27.05,1
CM20140501004,1-Jun-14,2014,6,2,1030.1,101,1,1,1,27.05,1
CM20140501007,1-Jun-14,2014,6,2,1047.8,101,1,1,0,27.05,1
CM20140501005,1-Jun-14,2014,6,2,1128.2,102,1,2,0,27.05,2
CM20140501006,1-Jun-14,2014,6,2,877,102,1,2,0,27.05,2
CM20140501009,1-Jun-14,2014,6,2,2029.3,201,2,1,0,28.15,3
CM20140501010,1-Jun-14,2014,6,2,1900.6,201,2,1,0,29.08,3
CM20140501011,1-Jun-14,2014,6,2,983.8,201,2,1,0,27.15,3
CM20140501012,1-Jun-14,2014,6,2,1577.4,201,2,1,0,28.53,3
CM20140501013,1-Jun-14,2014,6,2,901.1,202,2,2,0,27.05,4
CM20140501014,1-Jun-14,2014,6,2,1063.8,202,2,2,0,27.05,4
CM20140501015,1-Jun-14,2014,6,2,1071.7,202,2,2,0,29.35,4
CM20140501016,1-Jun-14,2014,6,2,856,202,2,2,0,28.67,4
CM20140501017,1-Jun-14,2014,6,2,1048.3,202,2,2,0,27.05,4
CM20140501018,1-Jun-14,2014,6,2,1629.8,203,2,3,0,25.6,5
