STATION,Date,Year,Month,Cruise,TowDist,Stratum,Region,Depth,Count,NetWidth,StratNum
CM20120701013,14-Jul-12,2012,7,3,962.1361457,202,2,2,0,24.94,4
CM20120701014,14-Jul-12,2012,7,3,1029.626798,202,2,2,0,28.5,4
CM20120701015,14-Jul-12,2012,7,3,991.7368754,202,2,2,0,28.46,4
CM20120701016,14-Jul-12,2012,7,3,958.4815147,202,2,2,0,26.39,4
CM20120701017,14-Jul-12,2012,7,3,928.1198407,202,2,2,0,27.18,4
CM20120701008,14-Jul-12,2012,7,3,1055.242446,203,2,3,0,27.76,5
CM20120701018,14-Jul-12,2012,7,3,1020.01481,203,2,3,0,28.37,5
CM20120701019,14-Jul-12,2012,7,3,892.2101552,203,2,3,0,30.98,5
CM20120701001,15-Jul-12,2012,7,3,889.4152514,101,1,1,2,27.76,1
CM20120701002,15-Jul-12,2012,7,3,1035.228795,101,1,1,6,27.76,1
CM20120701004,15-Jul-12,2012,7,3,227.1407439,101,1,1,2,27.76,1
CM20120701030,15-Jul-12,2012,7,3,946.5764745,302,3,2,0,26.21,7
CM20120701031,15-Jul-12,2012,7,3,858.409144,302,3,2,0,26.36,7
CM20120701032,15-Jul-12,2012,7,3,917.3858457,302,3,2,0,28.94,7
CM20120701043,15-Jul-12,2012,7,3,1655.702313,401,4,1,0,26.35,9
CM20120701054,15-Jul-12,2012,7,3,819.6137283,402,4,2,1,29.18,10
CM20120701055,15-Jul-12,2012,7,3,1732.31546,402,4,2,4,27.31,10
CM20120701059,15-Jul-12,2012,7,3,875.7506482,403,4,3,0,24.05,11
CM20120701069,16-Jul-12,2012,7,3,1022.993815,501,5,1,0,25.7,12
CM20120701077,16-Jul-12,2012,7,3,1947.625685,502,5,2,49,25.32,13
CM20130701060,8-Jul-13,2013,7,3,1913,501,5,1,65,27.06,12
CM20130701061,8-Jul-13,2013,7,3,2183.6,501,5,1,0,27.06,12
CM20130701063,8-Jul-13,2013,7,3,1694.3,501,5,1,103,27.06,12
CM20130701065,8-Jul-13,2013,7,3,1836.6,501,5,1,0,27.06,12
CM20130701066,8-Jul-13,2013,7,3,1880.9,501,5,1,0,27.06,12
CM20130701067,8-Jul-13,2013,7,3,1682.1,501,5,1,125,27.06,12
CM20130701068,8-Jul-13,2013,7,3,1768.5,501,5,1,765,27.06,12
CM20130701069,8-Jul-13,2013,7,3,1898.1,501,5,1,4,27.06,12
CM20130701071,8-Jul-13,2013,7,3,1693.6,502,5,2,0,27.06,13
CM20130701072,8-Jul-13,2013,7,3,1892.8,502,5,2,0,27.06,13
CM20130701074,8-Jul-13,2013,7,3,1836.5,502,5,2,318,27.06,13
CM20130701077,8-Jul-13,2013,7,3,1826.9,502,5,2,0,27.06,13
CM20130701080,8-Jul-13,2013,7,3,1104.2,503,5,3,0,27.06,14
CM20130701038,9-Jul-13,2013,7,3,1700,401,4,1,8,26.06,9
CM20130701039,9-Jul-13,2013,7,3,2060.5,401,4,1,298,25.24,9
CM20130701041,9-Jul-13,2013,7,3,1985.9,401,4,1,20,26.54,9
CM20130701042,9-Jul-13,2013,7,3,991.6,401,4,1,19,28.95,9
CM20130701045,9-Jul-13,2013,7,3,1988.7,402,4,2,248,24.09,10
CM20130701050,9-Jul-13,2013,7,3,2007.8,402,4,2,298,25.77,10
CM20130701051,9-Jul-13,2013,7,3,1937.4,402,4,2,795,25.62,10
CM20130701053,9-Jul-13,2013,7,3,1061.9,402,4,2,1,26.01,10
CM20130701070,9-Jul-13,2013,7,3,2040.4,502,5,2,15,24.52,13
CM20130701073,9-Jul-13,2013,7,3,1837,502,5,2,33,27.06,13
CM20130701075,9-Jul-13,2013,7,3,2093.6,502,5,2,89,25.95,13
CM20130701076,9-Jul-13,2013,7,3,1725.7,502,5,2,45,27.06,13
CM20130701078,9-Jul-13,2013,7,3,1984.6,503,5,3,0,27.06,14
CM20130701079,9-Jul-13,2013,7,3,1906.1,503,5,3,0,27.06,14
CM20130701036,10-Jul-13,2013,7,3,1876.8,401,4,1,0,27.11,9
CM20130701037,10-Jul-13,2013,7,3,1838.7,401,4,1,2,26.8,9
CM20130701040,10-Jul-13,2013,7,3,1834.8,401,4,1,0,27.49,9
CM20130701043,10-Jul-13,2013,7,3,988.8,401,4,1,0,26.45,9
CM20130701044,10-Jul-13,2013,7,3,1000.8,401,4,1,0,27.16,9
CM20130701046,10-Jul-13,2013,7,3,1602.6,402,4,2,0,27.11,10
CM20130701047,10-Jul-13,2013,7,3,2004.3,402,4,2,0,26.1,10
CM20130701052,10-Jul-13,2013,7,3,2028.9,402,4,2,0,26.73,10
CM20130701054,10-Jul-13,2013,7,3,2055.5,402,4,2,1,29.52,10
CM20130701055,10-Jul-13,2013,7,3,1615.5,402,4,2,0,32.25,10
CM20130701056,10-Jul-13,2013,7,3,1737.3,402,4,2,1,26.21,10
CM20130701059,10-Jul-13,2013,7,3,1731.2,403,4,3,0,26.93,11
CM20130701030,11-Jul-13,2013,7,3,1059.8,302,3,2,0,27.34,7
CM20130701032,11-Jul-13,2013,7,3,1068.4,302,3,2,0,26.05,7
CM20130701034,11-Jul-13,2013,7,3,1086.8,303,3,3,0,33.34,8
CM20130701035,11-Jul-13,2013,7,3,1210.9,303,3,3,0,30.38,8
CM20130701001,12-Jul-13,2013,7,3,1045.8,101,1,1,0,27.06,1
CM20130701002,12-Jul-13,2013,7,3,1056.6,101,1,1,4,27.06,1
CM20130701003,12-Jul-13,2013,7,3,1100.8,101,1,1,2,27.06,1
CM20130701004,12-Jul-13,2013,7,3,1100.4,101,1,1,1,27.06,1
CM20130701005,12-Jul-13,2013,7,3,1073.5,102,1,2,1,27.06,2
CM20130701006,12-Jul-13,2013,7,3,1053.4,102,1,2,0,27.06,2
CM20130701007,12-Jul-13,2013,7,3,866.1,102,1,2,0,27.06,2
CM20130701008,12-Jul-13,2013,7,3,892.8,203,2,3,0,27.06,5
CM20130701009,13-Jul-13,2013,7,3,1028.7,201,2,1,0,29.75,3
CM20130701010,13-Jul-13,2013,7,3,925.9,201,2,1,4,27.16,3
CM20130701011,13-Jul-13,2013,7,3,1028.3,201,2,1,0,27.54,3
CM20130701012,13-Jul-13,2013,7,3,1864.5,201,2,1,1,24.18,3
CM20130701013,13-Jul-13,2013,7,3,1877.9,202,2,2,68,24.82,4
CM20130701014,13-Jul-13,2013,7,3,1997.6,202,2,2,3,24.15,4
CM20130701015,13-Jul-13,2013,7,3,1700.9,202,2,2,18,22.33,4
CM20130701016,13-Jul-13,2013,7,3,1858.6,202,2,2,11,23.96,4
CM20130701017,13-Jul-13,2013,7,3,1794.3,202,2,2,0,25.76,4
CM20130701018,13-Jul-13,2013,7,3,1040.3,203,2,3,0,27.06,5
CM20130701019,13-Jul-13,2013,7,3,897.9,203,2,3,0,27.51,5
CM20130701020,14-Jul-13,2013,7,3,962,301,3,1,0,27.06,6
CM20130701021,14-Jul-13,2013,7,3,978.5,301,3,1,0,27.06,6
CM20130701022,14-Jul-13,2013,7,3,973.9,301,3,1,0,28.59,6
CM20130701023,14-Jul-13,2013,7,3,1904.8,301,3,1,0,27.19,6
CM20130701024,14-Jul-13,2013,7,3,978.7,301,3,1,0,27.06,6
CM20130701025,14-Jul-13,2013,7,3,962.7,301,3,1,0,27.75,6
CM20130701026,14-Jul-13,2013,7,3,1890.3,301,3,1,0,26.37,6
CM20130701027,14-Jul-13,2013,7,3,1029.4,302,3,2,0,27.41,7
CM20130701028,14-Jul-13,2013,7,3,996.1,302,3,2,0,27.06,7
CM20130701029,14-Jul-13,2013,7,3,907.1,302,3,2,0,27.06,7
CM20130701031,14-Jul-13,2013,7,3,1067.1,302,3,2,0,26.71,7
CM20130701033,14-Jul-13,2013,7,3,1012,303,3,3,0,26.39,8
CM20130701048,14-Jul-13,2013,7,3,973.5,402,4,2,0,27.06,10
CM20130701049,14-Jul-13,2013,7,3,928.6,402,4,2,0,27.06,10
CM20130701057,14-Jul-13,2013,7,3,767.8,403,4,3,0,36.42,11
CM20130701058,14-Jul-13,2013,7,3,968.8,403,4,3,45,27.06,11
CM20130701062,15-Jul-13,2013,7,3,2498,501,5,1,126,28.82,12
CM20130701064,15-Jul-13,2013,7,3,2303.9,501,5,1,10,25.98,12
CM20140701061,16-Jul-14,2014,7,3,1860.7,501,5,1,0,23.69,12
CM20140701063,16-Jul-14,2014,7,3,1957.3,501,5,1,0,25.98,12
CM20140701064,16-Jul-14,2014,7,3,2504.5,501,5,1,0,26.29,12
CM20140701066,16-Jul-14,2014,7,3,2486.3,501,5,1,0,28.95,12
CM20140701067,16-Jul-14,2014,7,3,1808.1,501,5,1,0,27.36,12
CM20140701068,16-Jul-14,2014,7,3,2286.1,501,5,1,0,27.36,12
CM20140701069,16-Jul-14,2014,7,3,2557,501,5,1,0,25.6,12
CM20140701070,16-Jul-14,2014,7,3,1156.6,502,5,2,0,27.36,13
CM20140701073,16-Jul-14,2014,7,3,2138,502,5,2,37,28.33,13
CM20140701074,16-Jul-14,2014,7,3,2358.6,502,5,2,76,27.16,13
CM20140701038,17-Jul-14,2014,7,3,2217,401,4,1,13,25.25,9
CM20140701039,17-Jul-14,2014,7,3,1915.8,401,4,1,0,25.11,9
CM20140701042,17-Jul-14,2014,7,3,2439.9,401,4,1,0,26.62,9
CM20140701043,17-Jul-14,2014,7,3,854.9,401,4,1,2,25.87,9
CM20140701045,17-Jul-14,2014,7,3,2070,402,4,2,0,24.06,10
CM20140701048,17-Jul-14,2014,7,3,1910.2,402,4,2,16,24.84,10
CM20140701049,17-Jul-14,2014,7,3,2165.9,402,4,2,0,27.12,10
CM20140701051,17-Jul-14,2014,7,3,1700.5,402,4,2,7,26.81,10
CM20140701052,17-Jul-14,2014,7,3,1779.7,402,4,2,6,26.09,10
CM20140701053,17-Jul-14,2014,7,3,2188.6,402,4,2,0,29.04,10
CM20140701055,17-Jul-14,2014,7,3,2062.6,402,4,2,0,24.07,10
CM20140701071,17-Jul-14,2014,7,3,2662.2,502,5,2,0,37.09,13
CM20140701077,17-Jul-14,2014,7,3,2436.3,502,5,2,0,30.17,13
CM20140701020,18-Jul-14,2014,7,3,915,301,3,1,0,27.21,6
CM20140701021,18-Jul-14,2014,7,3,1035.8,301,3,1,0,26.29,6
CM20140701022,18-Jul-14,2014,7,3,827.8,301,3,1,0,28.03,6
CM20140701023,18-Jul-14,2014,7,3,2124.8,301,3,1,0,27.52,6
CM20140701024,18-Jul-14,2014,7,3,939.3,301,3,1,0,27.19,6
CM20140701027,18-Jul-14,2014,7,3,1842.5,302,3,2,0,26.56,7
CM20140701034,18-Jul-14,2014,7,3,984.9,303,3,3,0,28.02,8
CM20140701035,18-Jul-14,2014,7,3,932.3,303,3,3,1,27.28,8
CM20140701041,18-Jul-14,2014,7,3,2096.1,401,4,1,0,26.43,9
CM20140701044,18-Jul-14,2014,7,3,2173.6,401,4,1,0,25.7,9
CM20140701046,18-Jul-14,2014,7,3,2081.8,402,4,2,0,26.43,10
CM20140701047,18-Jul-14,2014,7,3,1940.5,402,4,2,0,25.9,10
CM20140701006,19-Jul-14,2014,7,3,1060.9,102,1,2,0,28.06,2
CM20140701009,19-Jul-14,2014,7,3,1034.4,201,2,1,0,28.09,3
CM20140701010,19-Jul-14,2014,7,3,1659.2,201,2,1,0,27.26,3
CM20140701011,19-Jul-14,2014,7,3,1830.6,201,2,1,4,27.44,3
CM20140701012,19-Jul-14,2014,7,3,1111.7,201,2,1,0,27.84,3
CM20140701013,19-Jul-14,2014,7,3,1088.1,202,2,2,0,27.5,4
CM20140701014,19-Jul-14,2014,7,3,989.5,202,2,2,0,26.54,4
CM20140701015,19-Jul-14,2014,7,3,1999.3,202,2,2,0,28.67,4
CM20140701016,19-Jul-14,2014,7,3,994.4,202,2,2,0,27.26,4
CM20140701017,19-Jul-14,2014,7,3,1952.4,202,2,2,4,26.52,4
CM20140701008,19-Jul-14,2014,7,3,1158.2,203,2,3,0,29.11,5
CM20140701018,19-Jul-14,2014,7,3,1058.3,203,2,3,0,27.4,5
CM20140701019,19-Jul-14,2014,7,3,1029.5,203,2,3,0,28.13,5
CM20140701026,19-Jul-14,2014,7,3,1920.7,301,3,1,0,28.12,6
CM20140701001,20-Jul-14,2014,7,3,1029,101,1,1,1,26.84,1
CM20140701002,20-Jul-14,2014,7,3,1106.6,101,1,1,0,28.16,1
CM20140701003,20-Jul-14,2014,7,3,969.5,101,1,1,1,29.87,1
CM20140701004,20-Jul-14,2014,7,3,1033.3,101,1,1,0,31.12,1
CM20140701005,20-Jul-14,2014,7,3,986.5,102,1,2,0,31.06,2
CM20140701007,20-Jul-14,2014,7,3,901.1,102,1,2,0,29.79,2
CM20140701025,21-Jul-14,2014,7,3,1874,301,3,1,0,27.2,6
CM20140701028,21-Jul-14,2014,7,3,2140.4,302,3,2,0,27.27,7
CM20140701029,21-Jul-14,2014,7,3,2033,302,3,2,0,27.41,7
CM20140701030,21-Jul-14,2014,7,3,1129.1,302,3,2,0,27.27,7
CM20140701031,21-Jul-14,2014,7,3,2039.1,302,3,2,0,26.9,7
CM20140701032,21-Jul-14,2014,7,3,1936.2,302,3,2,0,27.64,7
CM20140701033,21-Jul-14,2014,7,3,941.1,303,3,3,0,30.36,8
CM20140701036,22-Jul-14,2014,7,3,1149.4,401,4,1,0,30.64,9
CM20140701037,22-Jul-14,2014,7,3,1958.8,401,4,1,0,28.72,9
CM20140701040,22-Jul-14,2014,7,3,1682.2,401,4,1,0,26.94,9
CM20140701050,22-Jul-14,2014,7,3,2124.1,402,4,2,0,27.27,10
CM20140701054,22-Jul-14,2014,7,3,1054.5,402,4,2,0,26.94,10
CM20140701056,22-Jul-14,2014,7,3,2103,402,4,2,3,27.63,10
CM20140701058,22-Jul-14,2014,7,3,1755,403,4,3,2,26.28,11
CM20140701059,22-Jul-14,2014,7,3,855.2,403,4,3,0,27.64,11
CM20140701057,23-Jul-14,2014,7,3,2018.5,403,4,3,11,25.49,11
CM20140701060,23-Jul-14,2014,7,3,1605.2,501,5,1,0,26.5,12
CM20140701062,23-Jul-14,2014,7,3,2618.7,501,5,1,0,27.33,12
CM20140701076,23-Jul-14,2014,7,3,2291.9,502,5,2,0,27.75,13
CM20140701078,23-Jul-14,2014,7,3,2019,503,5,3,0,26.25,14
CM20140701079,23-Jul-14,2014,7,3,2154.5,503,5,3,0,27.12,14
CM20140701080,23-Jul-14,2014,7,3,2453.5,503,5,3,0,26.92,14
CM20140701065,24-Jul-14,2014,7,3,1575.9,501,5,1,0,23.84,12
CM20140701072,24-Jul-14,2014,7,3,1447.3,502,5,2,0,26.56,13
CM20140701075,25-Jul-14,2014,7,3,1644,502,5,2,20,27.36,13
CM20060901062,30-Aug-06,2006,8,4,1019.6,501,5,1,81,26.6,12
CM20060901063,30-Aug-06,2006,8,4,2166,501,5,1,2,27.12,12
CM20060901066,30-Aug-06,2006,8,4,2074.8,501,5,1,0,27.38,12
CM20060901067,30-Aug-06,2006,8,4,1859.2,501,5,1,32,25.06,12
CM20060901068,30-Aug-06,2006,8,4,2020.2,501,5,1,152,25.66,12
CM20060901069,30-Aug-06,2006,8,4,2133.6,501,5,1,101,27.26,12
CM20060901073,30-Aug-06,2006,8,4,1890.4,502,5,2,79,24.85,13
CM20060901074,30-Aug-06,2006,8,4,2088.3,502,5,2,89,28.24,13
CM20060901076,30-Aug-06,2006,8,4,2162.6,502,5,2,35,27.73,13
CM20060901077,30-Aug-06,2006,8,4,1973.1,502,5,2,22,26.05,13
CM20100901061,31-Aug-10,2010,8,4,2143.3,501,5,1,0,25.79,12
CM20100901062,31-Aug-10,2010,8,4,2016.1,501,5,1,0,25.79,12
CM20100901063,31-Aug-10,2010,8,4,1043.7,501,5,1,0,26.2,12
CM20100901064,31-Aug-10,2010,8,4,1908,501,5,1,0,25.31,12
CM20100901065,31-Aug-10,2010,8,4,1889.3,501,5,1,0,26.17,12
CM20100901066,31-Aug-10,2010,8,4,1852,501,5,1,0,25.68,12
CM20100901067,31-Aug-10,2010,8,4,800.9,501,5,1,16,23.7,12
CM20100901068,31-Aug-10,2010,8,4,912.6,501,5,1,11,23.76,12
CM20100901069,31-Aug-10,2010,8,4,1914.8,501,5,1,9,24.76,12
CM20100901070,31-Aug-10,2010,8,4,2183.7,502,5,2,0,26.26,13
CM20100901071,31-Aug-10,2010,8,4,1853.9,502,5,2,3,25.29,13
CM20100901074,31-Aug-10,2010,8,4,1946.8,502,5,2,27,23.34,13
CM20100901076,31-Aug-10,2010,8,4,924.7,502,5,2,10,24.63,13
CM20020901036,13-Sep-02,2002,9,4,1923.6,302,3,2,1,34.04,7
CM20020901039,13-Sep-02,2002,9,4,1955.4,302,3,2,73,29.78,7
CM20020901050,13-Sep-02,2002,9,4,1225.8,401,4,1,36,23.93,9
CM20020901055,13-Sep-02,2002,9,4,1768.6,402,4,2,4,26.99,10
CM20020901057,13-Sep-02,2002,9,4,1236.5,402,4,2,15,27.07,10
CM20020901063,13-Sep-02,2002,9,4,1367.8,402,4,2,18,28.24,10
CM20020901065,13-Sep-02,2002,9,4,1484.6,403,4,3,0,28.24,11
CM20020901066,13-Sep-02,2002,9,4,1872.5,403,4,3,15,29.69,11
CM20020901078,13-Sep-02,2002,9,4,1520.7,501,5,1,18,25.29,12
CM20020901012,14-Sep-02,2002,9,4,1075.7,201,2,1,0,26.97,3
CM20020901013,14-Sep-02,2002,9,4,1883.2,201,2,1,0,29.17,3
CM20020901014,14-Sep-02,2002,9,4,1078.6,201,2,1,0,30.23,3
CM20020901015,14-Sep-02,2002,9,4,2196.3,201,2,1,0,30.3,3
CM20020901019,14-Sep-02,2002,9,4,1825.5,202,2,2,4,28.24,4
CM20020901021,14-Sep-02,2002,9,4,1932.6,202,2,2,0,28.93,4
CM20020901022,14-Sep-02,2002,9,4,1782.5,202,2,2,0,25.81,4
CM20020901023,14-Sep-02,2002,9,4,1743.5,203,2,3,0,14.76,5
CM20020901024,14-Sep-02,2002,9,4,938.9,203,2,3,0,27.38,5
CM20020901025,14-Sep-02,2002,9,4,1428.8,203,2,3,0,27.56,5
CM20020901033,14-Sep-02,2002,9,4,1375.6,301,3,1,0,29.67,6
CM20020901041,14-Sep-02,2002,9,4,1433.3,303,3,3,2,28.15,8
CM20020901009,15-Sep-02,2002,9,4,1740.3,102,1,2,2,26.25,2
CM20020901001,16-Sep-02,2002,9,4,1813.8,101,1,1,13,28.07,1
CM20020901002,16-Sep-02,2002,9,4,1855.2,101,1,1,14,25.59,1
CM20020901003,16-Sep-02,2002,9,4,1631.4,101,1,1,37,28.24,1
CM20020901004,16-Sep-02,2002,9,4,1236.5,101,1,1,10,28.24,1
CM20020901005,16-Sep-02,2002,9,4,1745.8,101,1,1,6,29.89,1
CM20020901006,16-Sep-02,2002,9,4,1762.3,101,1,1,17,28.24,1
CM20020901007,16-Sep-02,2002,9,4,1985.8,101,1,1,49,26,1
CM20020901008,16-Sep-02,2002,9,4,1815.7,102,1,2,3,30.08,2
CM20020901010,16-Sep-02,2002,9,4,1832.39,102,1,2,3,28.88,2
CM20020901011,16-Sep-02,2002,9,4,1705.8,203,2,3,0,28.24,5
CM20020901016,17-Sep-02,2002,9,4,2008.2,201,2,1,10,29.31,3
CM20020901017,17-Sep-02,2002,9,4,1674.6,201,2,1,42,30.12,3
CM20020901018,17-Sep-02,2002,9,4,1938,202,2,2,27,24.94,4
CM20020901020,17-Sep-02,2002,9,4,1873.1,202,2,2,7,30.19,4
CM20020901028,17-Sep-02,2002,9,4,1873.4,301,3,1,0,33.1,6
CM20020901037,17-Sep-02,2002,9,4,1797.5,302,3,2,65,31.5,7
CM20020901042,17-Sep-02,2002,9,4,1556.3,303,3,3,8,27.61,8
CM20020901026,18-Sep-02,2002,9,4,2004.1,301,3,1,0,28.87,6
CM20020901027,18-Sep-02,2002,9,4,1823.6,301,3,1,0,30.44,6
CM20020901030,18-Sep-02,2002,9,4,1796.6,301,3,1,0,30.13,6
CM20020901031,18-Sep-02,2002,9,4,1773.6,301,3,1,0,33.04,6
CM20020901032,18-Sep-02,2002,9,4,1935.7,301,3,1,0,30.48,6
CM20020901034,18-Sep-02,2002,9,4,1797.5,302,3,2,0,30.69,7
CM20020901035,18-Sep-02,2002,9,4,1879.9,302,3,2,42,25.1,7
CM20020901038,18-Sep-02,2002,9,4,2069.3,302,3,2,98,28.24,7
CM20020901040,18-Sep-02,2002,9,4,1933.6,303,3,3,128,28.24,8
CM20020901049,18-Sep-02,2002,9,4,1992.5,401,4,1,0,28.24,9
CM20020901056,18-Sep-02,2002,9,4,1857,402,4,2,0,31.79,10
CM20020901059,18-Sep-02,2002,9,4,1946.6,402,4,2,233,32.92,10
CM20020901043,19-Sep-02,2002,9,4,1744.8,401,4,1,0,26.95,9
CM20020901045,19-Sep-02,2002,9,4,1829,401,4,1,12,28.79,9
CM20020901046,19-Sep-02,2002,9,4,1863.5,401,4,1,47,29.14,9
CM20020901047,19-Sep-02,2002,9,4,2099.7,401,4,1,0,30.82,9
CM20020901051,19-Sep-02,2002,9,4,1636.4,401,4,1,0,32.13,9
CM20020901052,19-Sep-02,2002,9,4,1770.4,401,4,1,15,13.78,9
CM20020901054,19-Sep-02,2002,9,4,1784.1,402,4,2,26,29.47,10
CM20020901058,19-Sep-02,2002,9,4,1799.7,402,4,2,0,22.31,10
CM20020901060,19-Sep-02,2002,9,4,1927.2,402,4,2,278,28.54,10
CM20020901061,19-Sep-02,2002,9,4,1969.5,402,4,2,254,25.12,10
CM20020901062,19-Sep-02,2002,9,4,2021.2,402,4,2,182,28.24,10
CM20020901048,20-Sep-02,2002,9,4,2060.4,401,4,1,0,28.24,9
CM20020901053,20-Sep-02,2002,9,4,1854,402,4,2,5,28.94,10
CM20020901064,20-Sep-02,2002,9,4,1841.2,403,4,3,222,30.12,11
CM20020901069,20-Sep-02,2002,9,4,1904.2,501,5,1,13,28.24,12
CM20020901080,20-Sep-02,2002,9,4,1871.8,502,5,2,10,28.63,13
CM20020901086,20-Sep-02,2002,9,4,1871.6,502,5,2,18,26.5,13
CM20020901087,20-Sep-02,2002,9,4,1649.4,502,5,2,9,26.68,13
CM20020901089,20-Sep-02,2002,9,4,1705.9,503,5,3,294,27.42,14
CM20020901084,21-Sep-02,2002,9,4,1940.7,502,5,2,392,25.84,13
CM20020901070,22-Sep-02,2002,9,4,1903.9,501,5,1,0,28.2,12
CM20020901072,22-Sep-02,2002,9,4,1846.1,501,5,1,0,29.19,12
CM20020901074,22-Sep-02,2002,9,4,1996.5,501,5,1,0,31.74,12
CM20020901079,22-Sep-02,2002,9,4,1670.3,502,5,2,1,31.14,13
CM20020901088,22-Sep-02,2002,9,4,1822.7,503,5,3,32,27.03,14
CM20030901043,30-Sep-03,2003,9,4,1964.4,401,4,1,1,29.77,9
CM20030901048,30-Sep-03,2003,9,4,1653.6,401,4,1,3,27.8,9
CM20030901058,30-Sep-03,2003,9,4,2079.9,402,4,2,4,29.25,10
CM20030901059,30-Sep-03,2003,9,4,2109.8,402,4,2,0,28.22,10
CM20030901077,30-Sep-03,2003,9,4,1612.2,501,5,1,5,28.42,12
CM20040901041,2-Sep-04,2004,9,4,2096.8,401,4,1,0,26.35,9
CM20040901058,2-Sep-04,2004,9,4,2208.4,402,4,2,44,26.86,10
CM20040901060,2-Sep-04,2004,9,4,2084.1,402,4,2,14,26.61,10
CM20040901074,2-Sep-04,2004,9,4,2205.9,501,5,1,34,24.75,12
CM20040901076,2-Sep-04,2004,9,4,1872.5,501,5,1,0,27.68,12
CM20040901077,2-Sep-04,2004,9,4,2001.3,501,5,1,40,26.57,12
CM20040901078,2-Sep-04,2004,9,4,2054.2,502,5,2,21,27.86,13
CM20040901083,2-Sep-04,2004,9,4,2165.3,502,5,2,59,29.09,13
CM20040901084,2-Sep-04,2004,9,4,1977.4,502,5,2,101,27.35,13
CM20040901085,2-Sep-04,2004,9,4,2039.5,502,5,2,41,27.88,13
CM20040901043,3-Sep-04,2004,9,4,2164.8,401,4,1,20,26.41,9
CM20040901064,3-Sep-04,2004,9,4,2013,403,4,3,31,26.25,11
CM20040901081,3-Sep-04,2004,9,4,2110,502,5,2,190,26.92,13
CM20040901086,3-Sep-04,2004,9,4,2233.5,502,5,2,13,28.12,13
CM20040901087,3-Sep-04,2004,9,4,1700,502,5,2,0,26.9,13
CM20040901088,3-Sep-04,2004,9,4,1642.2,503,5,3,27,28.54,14
CM20040901089,3-Sep-04,2004,9,4,1937.6,503,5,3,40,28.2,14
CM20040901090,3-Sep-04,2004,9,4,2206.5,503,5,3,57,27.37,14
CM20040901038,10-Sep-04,2004,9,4,1613.3,303,3,3,41,27.59,8
CM20040901049,10-Sep-04,2004,9,4,2113.7,401,4,1,0,28.33,9
CM20040901051,10-Sep-04,2004,9,4,1930.9,402,4,2,30,28.57,10
CM20040901052,10-Sep-04,2004,9,4,1984.2,402,4,2,20,29.55,10
CM20040901055,10-Sep-04,2004,9,4,1873.1,402,4,2,31,29.25,10
CM20040901056,10-Sep-04,2004,9,4,1334.2,402,4,2,0,28.85,10
CM20040901059,10-Sep-04,2004,9,4,2104.6,402,4,2,14,28.5,10
CM20040901061,10-Sep-04,2004,9,4,2146.5,402,4,2,17,27.86,10
CM20040901063,10-Sep-04,2004,9,4,1915.9,403,4,3,7,28.5,11
CM20040901065,10-Sep-04,2004,9,4,1949.4,403,4,3,30,28.63,11
CM20040901010,11-Sep-04,2004,9,4,632.9,201,2,1,0,25.57,3
CM20040901012,11-Sep-04,2004,9,4,2028.9,201,2,1,0,28.3,3
CM20040901013,11-Sep-04,2004,9,4,1891.4,201,2,1,0,26.66,3
CM20040901014,11-Sep-04,2004,9,4,2132,201,2,1,0,27.77,3
CM20040901016,11-Sep-04,2004,9,4,2192.5,202,2,2,0,28.22,4
CM20040901017,11-Sep-04,2004,9,4,1988.5,202,2,2,0,24.75,4
CM20040901018,11-Sep-04,2004,9,4,1924.8,202,2,2,0,29.07,4
CM20040901019,11-Sep-04,2004,9,4,2134.6,202,2,2,0,28.72,4
CM20040901020,11-Sep-04,2004,9,4,2179.9,202,2,2,0,28.96,4
CM20040901009,11-Sep-04,2004,9,4,1098.9,203,2,3,0,27.86,5
CM20040901021,11-Sep-04,2004,9,4,1087.2,203,2,3,0,30.48,5
CM20040901022,11-Sep-04,2004,9,4,1915.9,203,2,3,0,28.95,5
CM20040901023,11-Sep-04,2004,9,4,986.7,203,2,3,0,25.24,5
CM20040901001,12-Sep-04,2004,9,4,1087.6,101,1,1,0,27.86,1
CM20040901002,12-Sep-04,2004,9,4,1044.8,101,1,1,0,27.86,1
CM20040901003,12-Sep-04,2004,9,4,2105.6,101,1,1,0,27.86,1
CM20040901004,12-Sep-04,2004,9,4,1098.4,101,1,1,0,27.86,1
CM20040901005,12-Sep-04,2004,9,4,2115,101,1,1,0,27.86,1
CM20040901006,12-Sep-04,2004,9,4,1038.7,102,1,2,0,27.86,2
CM20040901007,12-Sep-04,2004,9,4,1039.5,102,1,2,0,27.86,2
CM20040901008,12-Sep-04,2004,9,4,1081.2,102,1,2,0,27.86,2
CM20040901015,12-Sep-04,2004,9,4,2005.9,202,2,2,0,27.86,4
CM20040901030,12-Sep-04,2004,9,4,1037.8,301,3,1,0,28.14,6
CM20040901026,13-Sep-04,2004,9,4,2191.8,301,3,1,0,27.86,6
CM20040901027,13-Sep-04,2004,9,4,2077.4,301,3,1,0,27.86,6
CM20040901028,13-Sep-04,2004,9,4,1496.8,301,3,1,0,27.86,6
CM20040901029,13-Sep-04,2004,9,4,2105.9,301,3,1,0,27.86,6
CM20040901032,13-Sep-04,2004,9,4,1744.5,302,3,2,0,27.86,7
CM20040901034,13-Sep-04,2004,9,4,2120.7,302,3,2,0,27.86,7
CM20040901035,13-Sep-04,2004,9,4,1030.4,302,3,2,0,27.86,7
